clientid;income;sexo;Produto;age;loan;default;tempo
1729;58168,47;2,00;3,00;27,47;2935,37;0,00;24,00
1730;59579,61;2,00;3,00;51,13;2319,36;0,00;26,00
1731;52219,90;2,00;3,00;47,68;6560,47;0,00;0,00
1732;28700,87;2,00;3,00;28,80;5090,31;1,00;59,00
1733;27193,74;2,00;3,00;21,41;4518,86;1,00;45,00
1734;67417,57;2,00;3,00;29,91;6478,40;0,00;18,00
1735;57341,43;2,00;3,00;23,48;784,89;0,00;0,00
1736;64056,54;2,00;3,00;48,87;5982,81;0,00;31,00
1737;66370,69;2,00;3,00;38,41;5906,03;0,00;15,00
1738;45045,43;2,00;3,00;58,62;8489,41;0,00;13,00
1739;58609,13;2,00;3,00;22,10;4270,53;0,00;36,00
1740;53289,07;2,00;3,00;32,30;7395,51;1,00;41,00
1741;60309,33;2,00;3,00;34,38;2343,07;0,00;2,00
1742;45139,49;2,00;3,00;19,62;1743,69;0,00;8,00
1743;22815,64;2,00;3,00;61,73;2749,08;0,00;12,00
1744;45215,01;2,00;3,00;27,84;383,85;0,00;3,00
1745;40568,08;2,00;3,00;35,94;5990,32;0,00;28,00
1746;43721,25;2,00;3,00;55,13;5923,39;0,00;23,00
1747;38129,75;2,00;3,00;19,08;3964,73;0,00;27,00
1748;22547,96;2,00;3,00;57,63;2957,30;0,00;10,00
1749;57468,06;2,00;3,00;62,27;8452,96;0,00;20,00
1750;25534,67;2,00;3,00;37,87;1084,97;0,00;24,00
1751;26325,50;2,00;3,00;56,35;3336,13;0,00;7,00
1752;65913,83;2,00;3,00;36,48;11738,92;0,00;10,00
1753;67119,14;2,00;3,00;18,06;2725,24;0,00;24,00
1754;62020,47;2,00;3,00;56,65;114,21;0,00;23,00
1755;37965,85;2,00;3,00;27,83;299,05;0,00;40,00
1756;62114,86;2,00;3,00;30,75;12115,89;1,00;54,00
1757;36871,06;2,00;3,00;46,03;792,71;0,00;11,00
1758;65030,91;2,00;3,00;36,70;2231,98;0,00;38,00
1759;23193,60;2,00;3,00;41,94;548,60;0,00;14,00
1760;59568,62;2,00;3,00;40,56;7685,33;0,00;25,00
1761;50527,58;2,00;3,00;26,65;5639,25;0,00;31,00
1762;60776,11;2,00;3,00;34,21;10382,44;1,00;50,00
1763;61632,28;2,00;3,00;34,43;3028,59;0,00;22,00
1764;45930,45;2,00;3,00;49,99;7765,25;0,00;17,00
1765;25857,77;2,00;3,00;41,76;1810,23;0,00;19,00
1766;55093,92;2,00;3,00;55,18;6485,30;0,00;0,00
1767;42301,33;2,00;3,00;19,50;1480,61;0,00;37,00
1768;51903,53;2,00;3,00;59,76;8807,87;0,00;36,00
1769;64398,15;2,00;3,00;35,60;1674,91;0,00;11,00
1770;41089,51;2,00;3,00;57,63;997,18;0,00;39,00
1771;36727,55;2,00;3,00;24,60;794,56;0,00;18,00
1772;38163,39;2,00;3,00;63,25;454,31;0,00;5,00
1773;35949,90;2,00;3,00;56,74;3680,18;0,00;29,00
1774;44979,80;2,00;3,00;32,53;6045,09;1,00;48,00
1775;48211,58;2,00;3,00;30,56;2606,12;0,00;22,00
1776;28267,09;2,00;3,00;54,65;965,37;0,00;27,00
1777;33816,22;2,00;3,00;60,25;5265,74;0,00;36,00
1778;33079,00;2,00;3,00;36,33;6278,32;0,00;31,00
1779;36019,82;2,00;3,00;42,85;2987,96;0,00;12,00
1780;34238,53;2,00;3,00;63,43;6002,94;0,00;2,00
1781;62064,52;2,00;3,00;22,83;2972,38;0,00;28,00
1782;44867,62;2,00;3,00;55,81;366,10;0,00;10,00
1783;37162,89;2,00;3,00;28,88;3110,53;0,00;21,00
1784;65680,95;2,00;3,00;62,78;8838,23;0,00;30,00
1785;58772,86;2,00;3,00;46,51;7048,01;0,00;30,00
1786;32435,25;2,00;3,00;43,07;5685,41;0,00;8,00
1787;58028,21;2,00;3,00;50,10;5753,90;0,00;34,00
1788;60595,28;2,00;3,00;62,22;4534,49;0,00;36,00
1789;36565,80;2,00;3,00;19,90;1888,33;0,00;38,00
1790;20742,70;2,00;3,00;61,60;2295,82;0,00;1,00
1791;46666,64;2,00;3,00;18,75;7677,82;1,00;50,00
1792;32203,57;2,00;3,00;61,17;838,02;0,00;31,00
1793;36535,32;2,00;3,00;29,87;271,73;0,00;22,00
1794;28163,30;2,00;3,00;58,00;2121,15;0,00;38,00
1795;39019,36;2,00;3,00;31,79;3196,56;0,00;36,00
1796;24709,08;2,00;3,00;54,75;1915,39;0,00;27,00
1797;43052,97;2,00;3,00;31,53;488,94;0,00;38,00
1798;25003,92;2,00;3,00;53,41;2183,71;0,00;17,00
1799;46696,89;2,00;3,00;34,20;4732,50;0,00;19,00
1800;50112,46;2,00;3,00;41,30;5067,03;0,00;12,00
1801;43265,90;2,00;3,00;44,74;6194,07;0,00;1,00
1802;67802,69;2,00;3,00;49,04;13443,47;0,00;0,00
1803;55408,71;2,00;3,00;43,32;10300,28;0,00;8,00
1804;67048,89;2,00;3,00;55,05;10839,91;0,00;28,00
1805;40262,60;2,00;3,00;51,80;6535,85;0,00;12,00
1806;46427,50;2,00;3,00;61,85;5671,45;0,00;21,00
1807;46911,20;2,00;3,00;23,43;4263,85;0,00;11,00
1808;57359,55;2,00;3,00;34,80;10011,41;1,00;42,00
1809;34569,30;2,00;3,00;63,64;6254,53;0,00;18,00
1810;52797,40;2,00;3,00;21,13;1080,42;0,00;2,00
1811;56630,40;2,00;3,00;57,97;8442,89;0,00;40,00
1812;45245,74;2,00;3,00;35,82;1974,01;0,00;1,00
1813;20803,61;2,00;3,00;61,89;758,43;0,00;13,00
1814;57717,61;2,00;3,00;48,80;3153,22;0,00;16,00
1815;20647,89;2,00;3,00;20,32;725,46;0,00;30,00
1816;59046,46;2,00;3,00;36,83;8237,05;0,00;8,00
1817;62662,26;2,00;3,00;25,30;1965,92;0,00;11,00
1818;33614,49;2,00;3,00;46,47;4837,79;0,00;10,00
1819;48765,13;2,00;3,00;50,07;5183,86;0,00;19,00
1820;57240,76;2,00;3,00;41,57;313,63;0,00;0,00
1821;49973,67;2,00;3,00;43,92;363,90;0,00;12,00
1822;41255,94;2,00;3,00;45,58;5296,91;0,00;2,00
1823;61129,72;2,00;3,00;35,11;11302,77;0,00;1,00
1824;48938,58;2,00;3,00;59,71;3028,83;0,00;26,00
1825;68648,24;2,00;3,00;27,92;9425,71;1,00;50,00
1826;41250,83;2,00;3,00;39,08;7651,58;0,00;10,00
1827;22415,65;2,00;3,00;40,69;4371,72;0,00;20,00
1828;24112,50;2,00;3,00;35,97;3285,50;0,00;28,00
1829;41692,61;2,00;3,00;62,12;1708,71;0,00;37,00
1830;23516,73;2,00;3,00;27,36;559,91;0,00;22,00
1831;53812,23;2,00;3,00;44,92;3245,04;0,00;37,00
1832;29750,29;2,00;3,00;45,54;3627,99;0,00;1,00
1833;22633,68;2,00;3,00;37,60;553,52;0,00;7,00
1834;28713,83;2,00;3,00;54,70;1936,81;0,00;36,00
1835;63321,91;2,00;3,00;19,49;8092,98;1,00;45,00
1836;35276,59;2,00;3,00;28,57;6820,32;1,00;52,00
1837;35914,61;2,00;3,00;60,81;521,00;0,00;10,00
1838;31568,14;2,00;3,00;63,86;5067,41;0,00;30,00
1839;39934,07;2,00;3,00;31,61;184,74;0,00;12,00
1840;48614,85;2,00;3,00;61,30;5984,95;0,00;10,00
1841;29838,12;2,00;3,00;25,90;5913,65;1,00;47,00
1842;57745,36;2,00;3,00;36,73;5540,46;0,00;20,00
1843;44447,53;2,00;3,00;32,72;2714,40;0,00;15,00
1844;51768,01;2,00;3,00;30,54;6632,04;1,00;60,00
1845;34891,14;2,00;3,00;55,05;6152,31;0,00;32,00
1846;45382,81;2,00;3,00;42,52;2742,45;0,00;39,00
1847;40719,49;2,00;3,00;22,93;6415,09;1,00;57,00
1848;55145,79;2,00;3,00;57,88;8968,68;0,00;38,00
1849;48752,42;2,00;3,00;30,76;8934,79;1,00;54,00
1850;55763,43;2,00;3,00;30,59;7913,84;1,00;58,00
1851;36431,16;2,00;3,00;46,45;6783,36;0,00;18,00
1852;40522,83;2,00;3,00;63,89;7720,78;0,00;28,00
1853;42465,67;2,00;3,00;58,02;7314,98;0,00;13,00
1854;38561,94;2,00;3,00;45,88;4831,11;0,00;30,00
1855;54957,45;2,00;3,00;59,51;6976,46;0,00;34,00
1856;24822,07;2,00;3,00;29,02;2361,17;0,00;10,00
1857;25252,49;2,00;3,00;23,79;434,87;0,00;21,00
1858;25671,74;2,00;3,00;18,75;2272,15;0,00;21,00
1859;60672,15;2,00;3,00;43,06;6279,69;0,00;8,00
1860;60729,95;2,00;3,00;40,77;5006,85;0,00;33,00
1861;40240,73;2,00;3,00;26,96;7498,63;1,00;43,00
1862;57513,82;2,00;3,00;33,09;6921,49;1,00;44,00
1863;64287,40;2,00;3,00;45,88;6301,59;0,00;40,00
1864;48428,03;2,00;3,00;33,93;7718,48;1,00;51,00
1865;55313,83;2,00;3,00;25,21;9733,11;1,00;48,00
1866;27045,40;2,00;3,00;50,22;2503,79;0,00;17,00
1867;58216,07;2,00;3,00;27,40;9581,83;1,00;59,00
1868;34722,96;2,00;3,00;22,22;4073,41;0,00;36,00
1869;58503,77;2,00;3,00;42,37;7050,43;0,00;1,00
1870;55299,79;2,00;3,00;62,19;8052,38;0,00;1,00
1871;49501,91;2,00;3,00;50,79;2226,82;0,00;6,00
1872;61765,71;2,00;3,00;59,96;3649,64;0,00;35,00
1873;48430,99;2,00;3,00;18,51;6069,65;1,00;46,00
1874;66366,96;2,00;3,00;41,58;465,01;0,00;12,00
1875;55320,78;2,00;3,00;29,42;5990,72;0,00;3,00
1876;48774,29;2,00;3,00;62,84;3728,48;0,00;20,00
1877;61679,95;2,00;3,00;24,19;3060,03;0,00;15,00
1878;61485,18;2,00;3,00;60,19;3211,67;0,00;27,00
1879;24402,44;2,00;3,00;52,03;101,22;0,00;17,00
1880;21258,90;2,00;3,00;54,22;706,62;0,00;13,00
1881;48763,68;2,00;3,00;28,06;8172,05;1,00;60,00
1882;24406,89;2,00;3,00;37,91;1733,40;0,00;36,00
1883;61693,59;2,00;3,00;25,68;1568,86;0,00;20,00
1884;22748,03;2,00;3,00;26,94;108,63;0,00;34,00
1885;21479,95;2,00;3,00;24,31;1098,07;0,00;8,00
1886;51286,66;2,00;3,00;45,86;1134,23;0,00;1,00
1887;27153,66;2,00;3,00;48,82;3177,52;0,00;33,00
1888;36370,49;2,00;3,00;39,67;2855,22;0,00;4,00
1889;32400,54;2,00;3,00;61,68;3591,80;0,00;29,00
1890;60434,16;2,00;3,00;63,22;2474,25;0,00;20,00
1891;57303,48;2,00;3,00;52,16;10491,63;0,00;26,00
1892;42994,68;2,00;3,00;36,43;4453,82;0,00;15,00
1893;68339,81;2,00;3,00;23,37;2505,87;0,00;31,00
1894;49292,30;2,00;3,00;20,62;967,13;0,00;3,00
1895;57802,43;2,00;3,00;43,04;6796,59;0,00;11,00
1896;50779,38;2,00;3,00;39,44;6859,84;0,00;10,00
1897;35993,99;2,00;3,00;53,94;93,90;0,00;16,00
1898;21771,13;2,00;3,00;33,69;350,45;0,00;36,00
1899;61414,80;2,00;3,00;56,89;9743,61;0,00;4,00
1900;35784,66;2,00;3,00;46,55;110,20;0,00;9,00
1901;24791,19;2,00;3,00;39,64;4844,68;0,00;24,00
1902;49048,76;2,00;3,00;52,05;6363,11;0,00;12,00
1903;69852,06;2,00;3,00;62,20;9246,27;0,00;25,00
1904;21217,75;2,00;3,00;21,37;2690,77;1,00;41,00
1905;48031,07;2,00;3,00;43,67;7826,33;0,00;25,00
1906;64072,31;2,00;3,00;61,16;2426,01;0,00;28,00
1907;56689,46;2,00;3,00;41,00;5740,59;0,00;26,00
1908;45769,26;2,00;3,00;55,83;8236,48;0,00;23,00
1909;35020,49;2,00;3,00;24,99;6832,80;1,00;54,00
1910;56751,93;2,00;3,00;59,20;7877,33;0,00;7,00
1911;27363,63;2,00;3,00;44,39;3215,26;0,00;33,00
1912;48455,72;2,00;3,00;27,48;1780,51;0,00;14,00
1913;21424,09;2,00;3,00;36,92;1795,22;0,00;0,00
1914;69992,33;2,00;3,00;41,77;52,87;0,00;9,00
1915;68110,24;2,00;3,00;32,17;11029,67;1,00;43,00
1916;48015,55;2,00;3,00;28,24;54,01;0,00;39,00
1917;23102,22;2,00;3,00;35,76;1779,57;0,00;40,00
1918;46134,85;2,00;3,00;54,87;8716,61;0,00;10,00
1919;48547,96;2,00;3,00;56,64;1940,87;0,00;13,00
1920;26095,03;2,00;3,00;58,10;5143,49;0,00;7,00
1921;64057,84;2,00;3,00;59,86;5774,28;0,00;39,00
1922;24454,19;2,00;3,00;52,39;864,97;0,00;3,00
1923;40506,94;2,00;3,00;52,24;5961,53;0,00;1,00
1924;43421,05;2,00;3,00;27,22;4705,76;0,00;17,00
1925;55881,54;2,00;3,00;33,31;8383,07;1,00;42,00
1926;45917,60;2,00;3,00;45,16;8253,27;0,00;32,00
1927;52901,91;2,00;3,00;60,26;729,38;0,00;11,00
1928;41183,82;2,00;3,00;56,03;7606,99;0,00;39,00
1929;25379,92;2,00;3,00;24,93;4693,11;1,00;58,00
1930;27514,09;2,00;3,00;36,28;192,14;0,00;13,00
1931;44241,28;2,00;3,00;19,98;8733,18;1,00;48,00
1932;29076,34;2,00;3,00;41,22;286,26;0,00;18,00
1933;60536,91;2,00;3,00;32,33;3132,55;0,00;36,00
1934;47881,96;2,00;3,00;38,10;5575,64;0,00;28,00
1935;49144,37;2,00;3,00;51,89;1633,04;0,00;22,00
1936;33707,80;2,00;3,00;59,92;321,58;0,00;30,00
1937;46442,28;2,00;3,00;28,85;1484,56;0,00;1,00
1938;25602,96;2,00;3,00;28,45;2214,92;0,00;39,00
1939;61236,40;2,00;3,00;36,00;6562,90;0,00;9,00
1940;48187,35;2,00;3,00;55,53;2003,41;0,00;32,00
1941;29933,20;2,00;3,00;18,66;5953,52;1,00;55,00
1942;41027,91;2,00;3,00;44,77;4369,22;0,00;6,00
1943;49990,66;2,00;3,00;45,54;1896,75;0,00;29,00
1944;59792,51;2,00;3,00;24,19;660,24;0,00;40,00
1945;35879,52;2,00;3,00;41,07;5335,40;0,00;34,00
1946;29102,22;2,00;3,00;27,13;1890,45;0,00;11,00
1947;30047,82;2,00;3,00;51,08;5768,74;0,00;13,00
1948;59299,16;2,00;3,00;36,98;4944,06;0,00;1,00
1949;64484,01;2,00;3,00;33,10;1391,60;0,00;6,00
1950;36352,42;2,00;3,00;43,72;6239,25;0,00;7,00
1951;66034,75;2,00;3,00;60,73;3913,78;0,00;24,00
1952;51650,27;2,00;3,00;40,11;3743,00;0,00;20,00
1953;31898,16;2,00;3,00;41,32;2015,18;0,00;31,00
1954;58780,23;2,00;3,00;18,70;5029,71;0,00;27,00
1955;67754,10;2,00;3,00;42,98;2989,95;0,00;22,00
1956;48500,27;2,00;3,00;61,30;7054,61;0,00;58,00
1957;55704,80;2,00;3,00;48,52;5594,33;0,00;38,00
1958;50458,96;2,00;3,00;52,31;9852,89;0,00;30,00
1959;48263,00;2,00;3,00;28,55;7798,79;1,00;58,00
1960;38755,16;2,00;3,00;56,36;4244,50;0,00;10,00
1961;68131,66;2,00;3,00;57,41;7813,24;0,00;45,00
1962;28991,42;2,00;3,00;37,17;1249,35;0,00;13,00
1963;35108,56;2,00;3,00;40,74;4002,99;0,00;3,00
1964;28858,60;2,00;3,00;23,69;3764,82;1,00;58,00
1965;22800,80;2,00;3,00;28,20;3740,90;1,00;48,00
1966;29572,98;2,00;3,00;39,23;5006,25;0,00;45,00
1967;21982,02;2,00;3,00;34,92;4265,17;1,00;49,00
1968;45576,84;2,00;3,00;38,67;4952,65;0,00;16,00
1969;55068,67;2,00;3,00;51,76;4852,77;0,00;13,00
1970;56441,02;2,00;3,00;43,21;9043,76;0,00;51,00
1971;68047,93;2,00;3,00;47,69;4023,06;0,00;26,00
1972;36275,74;2,00;3,00;30,31;644,38;0,00;33,00
1973;52389,37;2,00;3,00;54,97;10398,82;0,00;27,00
1974;23678,38;2,00;3,00;47,47;1779,81;0,00;14,00
1975;37707,64;2,00;3,00;31,34;268,29;0,00;57,00
1976;57753,57;2,00;3,00;54,24;5067,45;0,00;11,00
1977;30529,96;2,00;3,00;47,60;6046,84;0,00;14,00
1978;44022,27;2,00;3,00;31,19;1707,67;0,00;0,00
1979;58533,88;2,00;3,00;40,52;7832,44;0,00;0,00
1980;33702,53;2,00;3,00;48,15;922,04;0,00;0,00
1981;40236,87;2,00;3,00;52,58;4354,31;0,00;0,00
1982;62619,16;2,00;3,00;44,00;3959,61;0,00;0,00
1983;50738,36;2,00;3,00;45,99;9719,56;0,00;0,00
1984;64466,76;2,00;3,00;33,33;8537,37;1,00;58,00
1985;64636,40;2,00;3,00;60,89;2583,11;0,00;0,00
1986;22371,52;2,00;3,00;39,14;2291,86;0,00;0,00
1987;67994,99;2,00;3,00;38,62;7289,01;0,00;0,00
1988;49640,00;2,00;3,00;20,54;5760,86;0,00;0,00
1989;42067,25;2,00;3,00;24,27;4601,61;0,00;0,00
1990;43662,09;2,00;3,00;25,25;7269,60;1,00;51,00
1991;34237,58;2,00;3,00;34,10;2658,09;0,00;0,00
1992;26300,45;2,00;3,00;45,54;2317,39;0,00;0,00
1993;30803,81;2,00;3,00;23,25;623,02;0,00;0,00
1994;54421,41;2,00;3,00;26,82;3273,63;0,00;0,00
1995;24254,70;2,00;3,00;37,75;2225,28;0,00;0,00
1996;59221,04;2,00;3,00;48,52;1926,73;0,00;0,00
1997;69516,13;2,00;3,00;23,16;3503,18;0,00;0,00
1998;44311,45;2,00;3,00;28,02;5522,79;1,00;53,00
1999;43756,06;2,00;3,00;63,97;1622,72;0,00;0,00
2000;69436,58;2,00;3,00;56,15;7378,83;0,00;0,00
